PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_U
46,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True,False,False,False,False,False,False,False,True
47,0,3,-0.3461881014312153,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,True,True,False,False,False,False,False,False,False,False,True
48,1,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False,False,False,False,False,False,False,False,True
49,0,3,-0.3461881014312153,1.340131927606843,-0.4736736092984604,-0.21191774308354583,True,False,False,False,False,False,False,False,False,False,True
50,0,3,-0.8010036019512912,0.4327933656785018,-0.4736736092984604,-0.29002422161773944,False,False,True,False,False,False,False,False,False,False,True
51,0,3,-1.6348320195714303,3.1548090514635256,0.7676298785983874,0.1506737441786005,True,False,True,False,False,False,False,False,False,False,True
52,0,3,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,-0.4913710934835715,True,False,True,False,False,False,False,False,False,False,True
53,1,1,1.548876484069101,0.4327933656785018,-0.4736736092984604,0.8964967865378598,False,False,False,False,False,True,False,False,False,False,False
54,1,2,0.03282481566884794,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,False,False,True,False,False,False,False,False,False,False,True
55,0,1,2.7617178187893034,-0.47454519624983954,0.7676298785983874,0.5995101505357573,True,False,False,True,False,False,False,False,False,False,False
56,1,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,True,False,True,False,True,False,False,False,False,False,False
57,1,2,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,False,False,True,False,False,False,False,False,False,False,True
58,0,3,-0.005076476041158384,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,True,False,False,False,False,False,False,False,False,False,True
59,1,2,-1.7864371864114557,0.4327933656785018,2.0089333664952354,-0.08968408411123653,False,False,True,False,False,False,False,False,False,False,True
60,0,3,-1.3316216858913796,4.0621476133918675,2.0089333664952354,0.2958951755118318,True,False,True,False,False,False,False,False,False,False,True
61,0,3,-0.4977932682712406,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,True,False,False,False,False,False,False,False,False,False,True
62,1,1,0.7150480664489618,-0.47454519624983954,-0.4736736092984604,0.962353321387736,False,False,True,True,False,False,False,False,False,False,False
63,0,1,1.2456661503890503,0.4327933656785018,-0.4736736092984604,1.0323213593611125,True,False,True,False,True,False,False,False,False,False,False
64,0,3,-1.8622397698314683,2.2474704895351842,2.0089333664952354,-0.08666388103324908,True,False,True,False,False,False,False,False,False,False,True
65,0,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,True,False,False,False,False,False,False,False,False,False,True
66,1,3,-0.3461881014312153,0.4327933656785018,0.7676298785983874,-0.3414522396297103,True,False,False,False,False,False,False,False,False,False,True
67,1,2,0.03282481566884794,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,False,False,True,False,False,False,False,True,False,False,False
68,0,3,-0.7252010185312785,-0.47454519624983954,-0.4736736092984604,-0.4841568350646187,True,False,True,False,False,False,False,False,False,False,True
69,1,3,-0.8768061853713038,3.1548090514635256,2.0089333664952354,-0.4888542575852486,False,False,True,False,False,False,False,False,False,False,True
70,0,3,-0.19458293459119,1.340131927606843,-0.4736736092984604,-0.47400492578514347,True,False,True,False,False,False,False,False,False,False,True
71,0,2,0.2602325659288859,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,True,False,False,False,False,False,False,False,True
72,0,3,-0.9526087687913165,4.0621476133918675,2.0089333664952354,0.2958951755118318,False,False,True,False,False,False,False,False,False,False,True
73,0,2,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,0.8314778546749452,True,False,True,False,False,False,False,False,False,False,True
74,0,3,-0.19458293459119,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,True,False,False,False,False,False,False,False,False,False,True
75,1,3,0.2602325659288859,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,True,False,True,False,False,False,False,False,False,False,True
76,0,3,-0.27038551801120264,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,True,False,True,False,False,False,False,True,False,False,False
77,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True,False,False,False,False,False,False,False,True
78,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True,False,False,False,False,False,False,False,True
79,1,2,-2.1025339592729084,-0.47454519624983954,2.0089333664952354,-0.06451572512800753,True,False,True,False,False,False,False,False,False,False,True
80,1,3,0.10862739908886059,-0.47454519624983954,-0.4736736092984604,-0.397241430886295,False,False,True,False,False,False,False,False,False,False,True
81,0,3,-0.4977932682712406,-0.47454519624983954,-0.4736736092984604,-0.46720946885967163,True,False,True,False,False,False,False,False,False,False,True
82,1,3,0.03282481566884794,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,True,False,True,False,False,False,False,False,False,False,True
83,1,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.49162277707340374,False,True,False,False,False,False,False,False,False,False,True
84,0,1,-0.04297776775116471,-0.47454519624983954,-0.4736736092984604,0.29992211294914856,True,False,True,False,False,False,False,False,False,False,True
85,1,2,-0.8768061853713038,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,False,False,True,False,False,False,False,False,False,False,True
86,1,3,0.33603514934889855,2.2474704895351842,-0.4736736092984604,-0.32928686163157667,False,False,True,False,False,False,False,False,False,False,True
87,0,3,-0.9526087687913165,0.4327933656785018,3.250236854392083,0.04370821849987721,True,False,True,False,False,False,False,False,False,False,True
88,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True,False,False,False,False,False,False,False,True
89,1,1,-0.4219906848512279,2.2474704895351842,2.0089333664952354,4.647001076532463,False,False,True,False,True,False,False,False,False,False,False
90,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True,False,False,False,False,False,False,False,True
91,0,3,0.03282481566884794,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True,False,False,False,False,False,False,False,True
92,0,3,-0.6493984351112659,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,True,False,True,False,False,False,False,False,False,False,True
93,0,1,1.321468733809063,0.4327933656785018,-0.4736736092984604,0.5833178351003071,True,False,True,False,False,False,True,False,False,False,False
94,0,3,-0.19458293459119,0.4327933656785018,2.0089333664952354,-0.23415046467497105,True,False,True,False,False,False,False,False,False,False,True
95,0,3,2.3069023182692274,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,True,False,True,False,False,False,False,False,False,False,True
96,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True,False,False,False,False,False,False,False,True
97,0,1,3.2165333193093795,-0.47454519624983954,-0.4736736092984604,0.0493298231623713,True,False,False,False,False,False,False,False,False,False,False
98,1,1,-0.4219906848512279,-0.47454519624983954,0.7676298785983874,0.6272778976347743,True,False,False,False,False,True,False,False,False,False,False
99,1,2,0.41183773276891117,-0.47454519624983954,0.7676298785983874,-0.18532384824750675,False,False,True,False,False,False,False,False,False,False,True
100,0,2,0.41183773276891117,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,True,False,True,False,False,False,False,False,False,False,True
101,0,3,-0.04297776775116471,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,False,False,True,False,False,False,False,False,False,False,True
102,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True,False,False,False,False,False,False,False,True
103,0,1,-0.5735958516912533,-0.47454519624983954,0.7676298785983874,0.907737982394129,True,False,True,False,False,True,False,False,False,False,False
104,0,3,0.33603514934889855,-0.47454519624983954,-0.4736736092984604,-0.4741720436887921,True,False,True,False,False,False,False,False,False,False,True
105,0,3,0.6392454830289491,1.340131927606843,-0.4736736092984604,-0.4888542575852486,True,False,True,False,False,False,False,False,False,False,True
106,0,3,-0.04297776775116471,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True,False,False,False,False,False,False,False,True
107,1,3,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,False,False,True,False,False,False,False,False,False,False,True
108,1,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,True,False,True,False,False,False,False,False,False,False,True
109,0,3,0.7150480664489618,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True,False,False,False,False,False,False,False,True
110,1,3,-0.3461881014312153,0.4327933656785018,-0.4736736092984604,-0.1621689579829361,False,True,False,False,False,False,False,False,False,False,True
111,0,1,1.3972713172290756,-0.47454519624983954,-0.4736736092984604,0.39858208016340624,True,False,True,False,True,False,False,False,False,False,False
112,0,3,-1.0663126439213355,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,False,False,False,False,False,False,False,False,False,False,True
113,0,3,-0.4977932682712406,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True,False,False,False,False,False,False,False,True
114,0,3,-0.6493984351112659,0.4327933656785018,-0.4736736092984604,-0.4505983519307405,False,False,True,False,False,False,False,False,False,False,True
115,0,3,-0.8768061853713038,-0.47454519624983954,-0.4736736092984604,-0.3573083057891445,False,False,False,False,False,False,False,False,False,False,True
116,0,3,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,True,False,True,False,False,False,False,False,False,False,True
117,0,3,3.1786320275993734,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,True,True,False,False,False,False,False,False,False,False,True
118,0,2,0.03282481566884794,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,True,False,True,False,False,False,False,False,False,False,True
119,0,1,-0.3461881014312153,-0.47454519624983954,0.7676298785983874,4.335332226633905,True,False,False,True,False,False,False,False,False,False,False
120,0,3,-2.0138449366714934,3.1548090514635256,2.0089333664952354,-0.01870931177853076,False,False,True,False,False,False,False,False,False,False,True
121,0,2,-0.5735958516912533,1.340131927606843,-0.4736736092984604,0.8314778546749452,True,False,True,False,False,False,False,False,False,False,True
122,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True,False,False,False,False,False,False,False,True
123,0,2,0.2981338576388922,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,True,False,False,False,False,False,False,False,False,False,True
124,1,2,0.2981338576388922,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,False,False,True,False,False,False,True,False,False,False,False
125,0,1,1.927889401169164,-0.47454519624983954,0.7676298785983874,0.907737982394129,True,False,True,False,False,True,False,False,False,False,False
126,1,3,-1.2558191024713672,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,True,False,False,False,False,False,False,False,False,False,True
127,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,True,True,False,False,False,False,False,False,False,False,True
128,1,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.5046257580584992,True,False,True,False,False,False,False,False,False,False,True
129,1,3,-0.3461881014312153,0.4327933656785018,0.7676298785983874,-0.19824427701513722,False,False,False,False,False,False,False,True,False,False,False
130,0,3,1.2456661503890503,-0.47454519624983954,-0.4736736092984604,-0.5079822104125026,True,False,True,False,False,False,False,False,False,False,True
131,0,3,0.33603514934889855,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,False,False,False,False,False,False,False,False,True
132,0,3,-0.6493984351112659,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,True,False,True,False,False,False,False,False,False,False,True
133,0,3,1.3972713172290756,0.4327933656785018,-0.4736736092984604,-0.35646868933346404,False,False,True,False,False,False,False,False,False,False,True
134,1,2,0.03282481566884794,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,False,False,True,False,False,False,False,False,False,False,True
135,0,2,-0.27038551801120264,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True,False,False,False,False,False,False,False,True
136,0,2,-0.4219906848512279,-0.47454519624983954,-0.4736736092984604,-0.3454791770670269,True,False,False,False,False,False,False,False,False,False,True
137,1,1,-0.7252010185312785,-0.47454519624983954,2.0089333664952354,-0.11921562980779811,False,False,True,False,False,True,False,False,False,False,False
138,0,1,0.6392454830289491,0.4327933656785018,-0.4736736092984604,0.4207302360686478,True,False,True,False,True,False,False,False,False,False,False
139,0,3,-0.9526087687913165,-0.47454519624983954,-0.4736736092984604,-0.4628462821463391,True,False,True,False,False,False,False,False,False,False,True
140,0,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,0.9462455716384695,True,False,False,True,False,False,False,False,False,False,False
141,0,3,-0.3461881014312153,-0.47454519624983954,2.0089333664952354,-0.3414522396297103,False,False,False,False,False,False,False,False,False,False,True
142,1,3,-0.4977932682712406,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,False,True,False,False,False,False,False,False,False,True
143,1,3,-0.3461881014312153,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,False,False,True,False,False,False,False,False,False,False,True
144,0,3,-0.7252010185312785,-0.47454519624983954,-0.4736736092984604,-0.5125125150294839,True,True,False,False,False,False,False,False,False,False,True
145,0,2,-0.8010036019512912,-0.47454519624983954,-0.4736736092984604,-0.41687275089321363,True,False,True,False,False,False,False,False,False,False,True
146,0,2,-0.7252010185312785,0.4327933656785018,0.7676298785983874,0.09152810056801232,True,False,True,False,False,False,False,False,False,False,True
147,1,3,-0.11878035117117736,-0.47454519624983954,-0.4736736092984604,-0.49145565916975514,True,False,True,False,False,False,False,False,False,False,True
148,0,3,-1.483226852731405,1.340131927606843,2.0089333664952354,0.04370821849987721,False,False,True,False,False,False,False,False,False,False,True
149,0,2,0.6013441913189428,-0.47454519624983954,2.0089333664952354,-0.12491978668775715,True,False,True,False,False,False,False,True,False,False,False
150,0,2,1.0182584001290125,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True,False,False,False,False,False,False,False,True
151,0,2,1.7004816509091263,-0.47454519624983954,-0.4736736092984604,-0.39623469652696586,True,False,True,False,False,False,False,False,False,False,True
152,1,1,-0.4977932682712406,0.4327933656785018,-0.4736736092984604,0.6925485130875209,False,False,True,False,True,False,False,False,False,False,False
153,0,3,2.0415932762991833,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True,False,False,False,False,False,False,False,True
154,0,3,0.9045545249989934,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,True,False,True,False,False,False,False,False,False,False,True
155,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.5011867534870308,True,False,True,False,False,False,False,False,False,False,True
156,0,1,1.7004816509091263,-0.47454519624983954,0.7676298785983874,0.5874293382238074,True,False,False,False,False,False,False,False,False,False,True
157,1,3,-0.9526087687913165,-0.47454519624983954,-0.4736736092984604,-0.49271407711891657,False,True,False,False,False,False,False,False,False,False,True
158,0,3,0.10862739908886059,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True,False,False,False,False,False,False,False,True
159,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,True,False,True,False,False,False,False,False,False,False,True
160,0,3,-0.3461881014312153,6.784163299176891,2.0089333664952354,0.7519458402879414,True,False,True,False,False,False,False,False,False,False,True
161,0,3,1.1698635669690376,-0.47454519624983954,0.7676298785983874,-0.32425318983493084,True,False,True,False,False,False,False,False,False,False,True
162,1,2,0.866653233288987,-0.47454519624983954,-0.4736736092984604,-0.331300330350235,False,False,True,False,False,False,False,False,False,False,True
163,0,3,-0.19458293459119,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,True,False,True,False,False,False,False,False,False,False,True
164,0,3,-0.8768061853713038,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,True,False,True,False,False,False,False,False,False,False,True
165,0,3,-2.089647520091506,3.1548090514635256,0.7676298785983874,0.1506737441786005,True,False,True,False,False,False,False,False,False,False,True
166,1,3,-1.483226852731405,-0.47454519624983954,2.0089333664952354,-0.2351571990343002,True,False,True,False,False,False,False,False,False,False,True
167,1,1,-0.3461881014312153,-0.47454519624983954,0.7676298785983874,0.4589861417231558,False,False,True,False,False,False,True,False,False,False,False
168,0,3,1.2456661503890503,0.4327933656785018,4.491540342288931,-0.08666388103324908,False,False,True,False,False,False,False,False,False,False,True
169,0,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.12642988822675086,True,False,True,False,False,False,False,False,False,False,True
170,0,3,-0.04297776775116471,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,True,False,True,False,False,False,False,False,False,False,True
171,0,1,2.4585074851092528,-0.47454519624983954,-0.4736736092984604,0.026090367211616904,True,False,True,True,False,False,False,False,False,False,False
172,0,3,-1.8622397698314683,3.1548090514635256,0.7676298785983874,-0.06199888922968463,True,True,False,False,False,False,False,False,False,False,True
173,1,3,-2.089647520091506,0.4327933656785018,0.7676298785983874,-0.4242561406845337,False,False,True,False,False,False,False,False,False,False,True
174,0,3,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,True,False,True,False,False,False,False,False,False,False,True
175,0,1,2.0794945680091894,-0.47454519624983954,-0.4736736092984604,-0.030371322596999754,True,False,False,False,False,False,False,False,False,False,False
176,0,3,-0.8010036019512912,0.4327933656785018,0.7676298785983874,-0.4902797934380587,True,False,True,False,False,False,False,False,False,False,True
177,0,3,-0.3461881014312153,2.2474704895351842,0.7676298785983874,-0.13565761536436197,True,False,True,False,False,False,False,False,False,False,True
178,0,1,1.6246790674891136,-0.47454519624983954,-0.4736736092984604,-0.07030444769415023,False,False,False,False,True,False,False,False,False,False,False
179,0,2,0.10862739908886059,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True,False,False,False,False,False,False,False,True
180,0,3,0.5634428996089365,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,True,False,True,False,False,False,False,False,False,False,True
181,0,3,-0.3461881014312153,6.784163299176891,2.0089333664952354,0.7519458402879414,False,False,True,False,False,False,False,False,False,False,True
182,0,2,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.34539461138084326,True,False,False,False,False,False,False,False,False,False,True
183,0,3,-1.483226852731405,3.1548090514635256,2.0089333664952354,-0.016444159470040135,True,False,True,False,False,False,False,False,False,False,True
184,1,2,-2.089647520091506,1.340131927606843,0.7676298785983874,0.13683114673782454,True,False,True,False,False,False,False,True,False,False,False
185,1,3,-1.8622397698314683,-0.47454519624983954,2.0089333664952354,-0.20495516825442542,False,False,True,False,False,False,False,False,False,False,True
186,0,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,0.3583127057902398,True,False,True,False,False,False,False,False,False,False,False
187,1,3,-0.3461881014312153,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,False,True,False,False,False,False,False,False,False,False,True
188,1,1,1.2456661503890503,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,True,False,True,False,False,False,False,False,False,False,True
189,0,3,0.866653233288987,0.4327933656785018,0.7676298785983874,-0.3363340021468808,True,True,False,False,False,False,False,False,False,False,True
190,0,3,0.5634428996089365,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True,False,False,False,False,False,False,False,True
191,1,2,0.2602325659288859,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,False,False,True,False,False,False,False,False,False,False,True
192,0,2,-0.7252010185312785,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True,False,False,False,False,False,False,False,True
193,1,3,-0.7252010185312785,0.4327933656785018,-0.4736736092984604,-0.4902797934380587,False,False,True,False,False,False,False,False,False,False,True
194,1,2,-1.938042353251481,0.4327933656785018,0.7676298785983874,-0.12491978668775715,True,False,True,False,False,False,False,True,False,False,False
195,1,1,1.1698635669690376,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,False,False,False,True,False,False,False,False,False,False,False
196,1,1,2.2310997348492148,-0.47454519624983954,-0.4736736092984604,2.301728820789,False,False,False,True,False,False,False,False,False,False,False
197,0,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,True,True,False,False,False,False,False,False,False,False,True
198,0,3,1.0182584001290125,-0.47454519624983954,0.7676298785983874,-0.47920571548543794,True,False,True,False,False,False,False,False,False,False,True
199,1,3,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False,False,False,False,False,False,False,False,True
200,0,2,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,False,False,True,False,False,False,False,False,False,False,True
201,0,3,-0.04297776775116471,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,True,False,True,False,False,False,False,False,False,False,True
202,0,3,-0.3461881014312153,6.784163299176891,2.0089333664952354,0.7519458402879414,True,False,True,False,False,False,False,False,False,False,True
203,0,3,0.41183773276891117,-0.47454519624983954,-0.4736736092984604,-0.5176307525123133,True,False,True,False,False,False,False,False,False,False,True
204,0,3,1.2835674420990566,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,True,False,False,False,False,False,False,False,False,False,True
205,1,3,-0.8010036019512912,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True,False,False,False,False,False,False,False,True
206,0,3,-2.0138449366714934,-0.47454519624983954,0.7676298785983874,-0.43776248884929375,False,False,True,False,False,False,False,False,True,False,False
207,0,3,0.2602325659288859,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,True,False,True,False,False,False,False,False,False,False,True
